favorite_count,id,retweet_count
0,802185808107208704,279
7942,801958328846974976,1758
1823,801854953262350336,243
8432,801538201127157760,2124
6212,801285448605831168,848
25137,801167903437357056,6103
0,801127390143516673,4067
8295,801115127852503040,2168
703,800859414831898624,98
0,800855607700029440,1662
10838,800751577355128832,2875
13492,800513324630806528,3080
9755,800459316964663297,2236
0,800443802682937345,4444
11464,800388270626521089,2888
0,800188575492947969,4062
15706,800141422401830912,2620
29128,800018252395122689,13561
0,799774291445383169,4829
8620,799757965289017345,2222
8269,799422933579902976,1980
0,799308762079035393,5626
10169,799297110730567681,2844
8285,799063482566066176,2534
13445,798933969379225600,4605
7682,798925684722855936,1478
0,798705661114773508,6834
0,798701998996647937,8023
0,798697898615730177,6684
0,798694562394996736,5109
0,798686750113755136,2403
0,798682547630837760,4851
0,798673117451325440,5707
0,798665375516884993,4024
0,798644042770751489,1907
0,798628517273620480,2032
0,798585098161549313,5888
0,798576900688019456,6019
0,798340744599797760,3454
10707,798209839306514432,2629
11936,797971864723324932,3197
14944,797545162159308800,5009
20499,797236660651966464,6788
231,797165961484890113,26
0,796904159865868288,9182
7897,796865951799083009,1973
12162,796759840936919040,3139
0,796563435802726400,7478
7780,796484825502875648,1813
11299,796387464403357696,4279
0,796177847564038144,14718
33135,796149749086875649,14718
5098,796125600683540480,1861
9356,796116448414461957,2483
8686,796080075804475393,2384
11106,796031486298386433,3829
51028,795464331001561088,24395
10345,795400264262053889,2962
16646,795076730285391872,5591
0,794983741416415232,3475
10539,794926597468000259,2376
0,794355576146903043,10617
9833,794332329137291264,2745
9467,794205286408003585,3407
17287,793962221541933056,5036
9475,793845145112371200,1925
0,793614319594401792,3228
8191,793601777308463104,1676
10962,793500921481273345,2446
25274,793286476301799424,9449
8937,793271401113350145,2461
20527,793256262322548741,8592
10800,793241302385262592,3384
10107,793226087023144960,2946
9166,793210959003287553,2879
15708,793195938047070209,5803
7124,793180763617361921,2067
9685,793165685325201412,2864
6350,793150605191548928,1744
6623,793135492858580992,2563
13040,793120401413079041,4029
14712,792913359805018113,4086
11620,792883833364439040,4395
7556,792773781206999040,1729
13812,792394556390137856,4422
7367,792050063153438720,1860
0,791821351946420224,21699
0,791784077045166082,9891
0,791780927877898241,3935
46339,791774931465953280,22867
12072,791672322847637504,3228
13471,791406955684368384,4239
9020,791312159183634433,2609
0,791026214425268224,4215
10112,790987426131050500,2197
17095,790946055508652032,4822
0,790723298204217344,2378
8434,790698755171364864,1980
21201,790581949425475584,7371
8039,790337589677002753,1926
12887,790277117346975746,3262
0,790227638568808452,3663
9507,789986466051088384,2378
0,789960241177853952,4233
10647,789903600034189313,4237
7696,789628658055020548,1824
6940,789599242079838210,1977
12059,789530877013393408,3475
8886,789314372632018944,2361
0,789280767834746880,5088
9344,789268448748703744,2675
9978,789137962068021249,2880
28101,788908386943430656,12793
28080,788765914992902144,10617
0,788552643979468800,7382
15961,788412144018661376,5416
7417,788178268662984705,2153
6278,788150585577050112,1325
0,788070120937619456,3524
6281,788039637453406209,1358
8874,787810552592695296,3139
10520,787717603741622272,2856
11141,787397959788929025,2913
7994,787322443945877504,1785
0,787111942498508800,6917
27289,786963064373534720,8185
0,786729988674449408,2482
18696,786709082849828864,6267
10878,786664955043049472,2630
9664,786595970293370880,3198
11159,786363235746385920,3602
8175,786286427768250368,2921
15639,786233965241827333,4881
1466,786051337297522688,159
0,786036967502913536,7218
11655,785927819176054784,3262
6861,785872687017132033,1865
8029,785639753186217984,2292
9329,785533386513321988,2041
6263,785515384317313025,1293
7424,785264754247995392,1680
12326,785170936622350336,4963
10355,784826020293709826,3326
9186,784517518371221505,2596
5839,784431430411685888,1308
20579,784183165795655680,8275
30493,784057939640352768,11408
30715,783839966405230592,11048
7519,783821107061198850,2017
10705,783695101801398276,3296
8658,783466772167098368,2306
17278,783391753726550016,5629
0,783347506784731136,5694
29825,783334639985389568,11978
8346,783085703974514689,2254
24679,782969140009107456,7557
7653,782747134529531904,1442
17674,782722598790725632,5512
7973,782598640137187329,1920
17036,782305867769217024,5715
0,782021823840026624,6360
11375,781955203444699136,3453
10674,781661882474196992,2783
4085,781655249211752448,1152
21195,781524693396357120,5690
7300,781308096455073793,2609
8604,781251288990355457,2123
10017,781163403222056960,2797
22113,780931614150983680,7478
7342,780858289093574656,2050
5610,780800785462489090,1328
12375,780601303617732608,3420
6448,780543529827336192,1777
0,780496263422808064,3791
0,780476555013349377,116
5407,780459368902959104,1101
8895,780192070812196864,2295
0,780092040432480260,2348
12463,780074436359819264,5078
19332,779834332596887552,7218
9003,779377524342161408,3174
0,779124354206535695,18746
15082,779056095788752897,4627
20403,778990705243029504,7371
0,778774459159379968,10127
886,778764940568104960,372
7038,778748913645780993,1340
5893,778650543019483137,1544
4729,778624900596654080,1031
13904,778408200802557953,4437
0,778396591732486144,12511
5966,778383385161035776,1126
10607,778286810187399168,3367
8675,778039087836069888,2700
6682,778027034220126208,1651
0,777953400541634568,3599
6484,777885040357281792,1662
11454,777684233540206592,2990
0,777641927919427584,4318
8946,777621514455814149,2551
14553,777189768882946048,4383
0,776819012571455488,13980
4970,776813020089548800,1235
9007,776477788987613185,2834
0,776249906839351296,9341
30518,776218204058357768,16206
9796,776201521193218049,2562
11994,776113305656188928,4444
1878,776088319444877312,154
0,775898661951791106,16889
11945,775842724423557120,2713
14125,775733305207554048,4067
13215,775729183532220416,4685
7546,775364825476165632,3034
10353,775350846108426240,3983
15863,775085132600442880,4829
8759,774757898236878852,1820
6866,774639387460112384,1760
22187,774314403806253056,5626
10942,773985732834758656,3953
6515,773922284943896577,1780
6730,773704687002451968,1659
5440,773670353721753600,1336
22513,773547596996571136,6294
0,773336787167145985,5181
23733,773308824254029826,7610
9629,773247561583001600,3300
10182,773191612633579521,4220
8733,772877495989305348,3952
8204,772826264096874500,2392
0,772615324260794368,3440
6610,772581559778025472,1724
6152,772193107915964416,1419
3875,772152991789019136,1151
3841,772117678702071809,753
2776,772114945936949249,475
4066,772102971039580160,954
6694,771908950375665664,1936
12229,771770456517009408,3454
8406,771500966810099713,2654
10680,771380798096281600,5181
0,771171053431250945,7632
9316,771136648247640064,2978
6348,771102124360998913,1464
7002,771014301343748096,1683
5011,770787852854652928,1222
5264,770772759874076672,1442
7464,770655142660169732,1797
6426,770414278348247044,2134
6347,770293558247038976,1506
0,770093767776997377,3112
7720,770069151037685760,2332
31903,769940425801170949,9734
6522,769695466921623552,1700
0,769335591808995329,7861
5497,769212283578875904,1754
14610,768970937022709760,6619
0,768909767477751808,2725
4273,768855141948723200,903
4189,768609597686943744,1226
5125,768596291618299904,1300
0,768554158521745409,5929
13845,768473857036525572,3482
11053,768193404517830656,3599
4821,767884188863397888,1405
16261,767754930266464257,5480
7617,767500508068192258,2378
12481,767191397493538821,3830
10327,767122157629476866,2905
0,766864461642756096,5724
5153,766793450729734144,1373
2645,766714921925144576,384
4081,766693177336135680,811
6103,766423258543644672,1616
6893,766313316352462849,1916
0,766078092750233600,2669
4303,766069199026450432,865
3805,766008592277377025,504
7341,765719909049503744,2182
5264,765669560888528897,1241
26964,765395769549590528,3432
7178,765371061932261376,2195
11804,765222098633691136,3440
6548,764857477905154048,1801
6110,764259802650378240,1525
767,763956972077010945,56
12772,763837565564780549,4215
5457,763183847194451968,1492
0,763167063695355904,3072
7472,763103485927849985,2322
12327,762699858130116608,3663
11390,762471784394268675,6533
10457,762464539388485633,4233
4868,762316489655476224,1138
32357,762035686371364864,15765
5484,761976711479193600,2036
0,761750502866649088,3974
4322,761745352076779520,875
50186,761672994376806400,29496
4187,761599872357261312,1200
0,761371037149827077,18307
5257,761334018830917632,1469
4541,761292947749015552,1097
5382,761227390836215808,1590
11480,761004547850530816,3524
3867,760893934457552897,989
6686,760656994973933572,1934
5037,760641137271070720,1317
7679,760539183865880579,3678
4273,760521673607086080,1406
27175,760290219849637889,11664
3988,760252756032651264,882
5770,760190180481531904,1829
0,760153949710192640,31
6029,759943073749200896,2101
14857,759923798737051648,5724
6816,759846353224826880,2010
6043,759793422261743616,1942
4767,759557299618865152,1204
8599,759447681597108224,2482
1699,759446261539934208,494
6166,759197388317847553,1971
0,759159934323924993,1175
14697,759099523532779520,4227
6574,759047813560868866,2052
3604,758854675097526272,909
11365,758828659922702336,3882
5804,758740312047005698,1626
3859,758474966123810816,1017
4859,758467244762497024,2245
5268,758405701903519748,1931
3450,758355060040593408,1094
19314,758099635764359168,10127
2731,758041019896193024,379
6966,757741869644341248,3289
0,757729163776290825,8045
4598,757725642876129280,1227
4618,757611664640446465,1118
0,757597904299253760,300
4388,757596066325864448,1070
15344,757400162377592832,6941
5887,757393109802180609,1757
4576,757354760399941633,1439
6368,756998049151549440,2008
6731,756939218950160384,2032
5128,756651752796094464,1324
10540,756526248105566208,3632
3990,756303284449767430,1111
43289,756288534030475264,17650
6494,756275833623502848,1551
7413,755955933503782912,2920
16648,755206590534418437,5412
21469,755110668769038337,11230
0,754874841593970688,8016
6972,754856583969079297,2553
2616,754747087846248448,528
5369,754482103782404096,1976
3792,754449512966619136,737
7962,754120377874386944,2380
5899,753655901052166144,2189
8002,753420520834629632,3612
5824,753398408988139520,1930
7736,753375668877008896,2348
0,753298634498793472,5770
3412,753294487569522689,1054
37502,753039830821511168,21125
3962,753026973505581056,980
12772,752932432744185856,6917
6992,752917284578922496,1601
0,752701944171524096,2909
6068,752682090207055872,1611
4425,752660715232722944,1571
5568,752568224206688256,2302
7444,752519690950500352,3470
3860,752334515931054080,1102
0,752309394570878976,16452
6022,752173152931807232,1857
3099,751950017322246144,932
5255,751937170840121344,1347
5866,751830394383790080,1965
5890,751793661361422336,2925
8003,751598357617971201,3067
4443,751583847268179968,1121
5089,751538714308972544,1274
3253,751456908746354688,1009
12638,751251247299190784,5928
6387,751205363882532864,1840
5128,751132876104687617,1313
4838,750868782890057730,1380
13315,750719632563142656,5088
4480,750506206503038976,1152
13304,750429297815552001,4318
4603,750383411068534784,1158
708,750381685133418496,28
3138,750147208377409536,968
3655,750132105863102464,1304
4370,750117059602808832,1327
3068,750101899009982464,854
2190,750086836815486976,540
7908,750071704093859840,3375
3187,750056684286914561,901
3217,750041628174217216,626
2743,750026558547456000,795
3271,750011400160841729,909
3093,749996283729883136,824
5163,749981277374128128,2481
4692,749774190421639168,1327
6155,749417653287129088,1657
2645,749403093750648834,540
8641,749395845976588288,3468
5544,749317047558017024,2250
5798,749075273010798592,2085
4843,749064354620928000,1536
3114,749036806121881602,799
10853,748977405889503236,3414
5866,748932637671223296,2271
2801,748705597323898880,955
4787,748699167502000129,1602
4282,748692773788876800,1340
6126,748575535303884801,1987
2209,748568946752774144,671
5261,748346686624440324,1234
7701,748337862848962560,4144
3704,748324050481647620,768
3695,748307329658011649,714
14259,748220828303695873,7857
5812,747963614829678593,2157
6651,747933425676525569,2561
2963,747885874273214464,980
2835,747844099428986880,752
4884,747816857231626240,1170
1404,747651430853525504,158
13003,747648653817413632,5892
2343,747600769478692864,555
3705,747594051852075008,1059
5585,747512671126323200,1621
3900,747461612269887489,1046
5462,747439450712596480,1927
0,747242308580548608,2914
5296,747219827526344708,1580
3399,747204161125646336,927
9628,747103485104099331,3984
2909,746906459439529985,299
6023,746872823977771008,2139
5342,746818907684614144,1747
4910,746790600704425984,1611
9641,746757706116112384,3935
6087,746726898085036033,1805
5072,746542875601690625,1890
0,746521445350707200,987
4682,746507379341139972,1086
6212,746369468511756288,1635
6952,746131877086527488,2211
3574,746056683365994496,812
4049,745789745784041472,1073
7049,745712589599014916,2344
7120,745433870967832576,2550
8628,745422732645535745,2447
7229,745314880350101504,2765
7893,745074613265149952,3527
7297,745057283344719872,2275
2980,744995568523612160,624
7927,744971049620602880,2701
5644,744709971296780288,1569
6820,744334592493166593,2123
157250,744234799360020481,78323
1676,744223424764059648,368
4196,743980027717509120,1097
3657,743895849529389061,963
0,743835915802583040,2092
4496,743609206067040256,1383
18494,743595368194129920,6563
3539,743545585370791937,944
7948,743510151680958465,3733
4250,743253157753532416,1230
6242,743222593470234624,1908
3856,743210557239623680,1372
7095,742534281772302336,3589
4445,742528092657332225,1990
7289,742465774154047488,3914
9865,742423170473463808,3791
6833,742385895052087300,1977
4363,742161199639494656,1383
5151,742150209887731712,1558
4561,741793263812808706,1514
8202,741743634094141440,2766
3695,741438259667034112,840
8809,741303864243200000,3215
10042,741099773336379392,5533
9531,741067306818797568,3112
6403,740995100998766593,2756
3417,740711788199743490,940
2864,740699697422163968,789
18237,740676976021798912,6834
35070,740373189193256964,13340
2467,740365076218183684,430
3304,740359016048689152,869
6702,740214038584557568,1969
20031,739979191639244800,5929
4060,739932936087216128,1078
3821,739844404073074688,854
3792,739623569819336705,1358
5389,739606147276148736,1656
39681,739544079319588864,21318
7171,739485634323156992,2930
116065,739238157791694849,58043
111,738891149612572673,6
3785,738885046782832640,1145
3319,738883359779196928,793
5106,738537504001953792,1544
3256,738402415918125056,839
4327,738184450748633089,1205
8804,738166403467907072,3359
2515,738156290900254721,647
5279,737826014890496000,1772
10010,737800304142471168,3461
5050,737678689543020544,1318
10288,737445876994609152,4468
3612,737322739594330112,812
14714,737310737551491075,7430
4275,736736130620620800,1733
17714,736392552031657984,7382
3994,736365877722001409,1251
8143,736225175608430592,2784
7907,736010884653420544,2992
3604,735991953473572864,1154
4029,735648611367784448,1104
6180,735635087207878657,2342
13031,735274964362878976,5040
3334,735256018284875776,883
3139,735137028879360001,968
2754,734912297295085568,524
12576,734787690684657664,6284
2516,734776360183431168,545
1490,734559631394082816,396
3577,733828123016450049,781
3687,733822306246479872,1020
3146,733482008106668032,953
4201,733460102733135873,1282
50266,733109485275860992,16889
2441,732732193018155009,536
3554,732726085725589504,888
3670,732585889486888962,778
8098,732375214819057664,2517
14922,732005617171337216,5401
3494,731285275100512256,990
3843,731156023742988288,1264
